url,universal_product_code,title,price_including_tax,price_excluding_tax,number_available,product_description,category,review_rating,image_url
"('http://books.toscrape.com/catalogue/dont-forget-steven_561/index.html',)","(<tr>
<th>UPC</th><td>e845d305f64154f1</td>
</tr>,)","(<title>
    Don't Forget Steven | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£33.23</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£33.23</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (9 available)</td>
</tr>,)","<meta content=""
    By the author of Ruby, Between the Cracks, a winner of the Top Ten Best Books for Teens 2015 award, this unflinching look at Steven's life will stick with you long after you put it down.He never told what went on behind closed doors. But this time, he can’t remember.Things never have been easy for Steven. He accepts that, and just makes the best of things. He might not hav By the author of Ruby, Between the Cracks, a winner of the Top Ten Best Books for Teens 2015 award, this unflinching look at Steven's life will stick with you long after you put it down.He never told what went on behind closed doors. But this time, he can’t remember.Things never have been easy for Steven. He accepts that, and just makes the best of things. He might not have parents or a happy home. Or enough to eat most days. But at least he has a couple of loyal friends who stand by him and help out when they can. At least he has school, someplace he can go to escape the abuse.But just when he thought things couldn't get much worse, they did.Steven is accused of murder. But that isn't the worst part. The really bad part is not even knowing if he did . ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/dont-forget-steven_561/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/dont-forget-steven_561/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Don't Forget Steven"" src=""../../media/cache/0e/ea/0eea83f8c3d5d3bf8538f046e2a4c67d.jpg""/>"
"('http://books.toscrape.com/catalogue/south-of-sunshine_544/index.html',)","(<tr>
<th>UPC</th><td>331c26103d885cae</td>
</tr>,)","(<title>
    South of Sunshine | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£28.93</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£28.93</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (8 available)</td>
</tr>,)","<meta content=""
    What is Kaycee willing to risk for the sake of love? And what will she risk for acceptance?In Sunshine, Tennessee, the main event in town is Friday night football, the biggest party of the year is held in a field filled with pickup trucks, and church attendance is mandatory. For Kaycee Jean McCoy, life in Sunshine means dating guys she has no interest in, saying only “yes, What is Kaycee willing to risk for the sake of love? And what will she risk for acceptance?In Sunshine, Tennessee, the main event in town is Friday night football, the biggest party of the year is held in a field filled with pickup trucks, and church attendance is mandatory. For Kaycee Jean McCoy, life in Sunshine means dating guys she has no interest in, saying only “yes, ma’am” when the local bigots gossip at her mom’s cosmetics salon, and avoiding certain girls at all costs. Girls like Bren Dawson.Unlike Kaycee, Bren doesn’t really conceal who she is. But as the cool, worldly new girl, nobody at school seems to give her any trouble. Maybe there’s no harm if Kaycee gets closer to her too, as long as she can keep that part of her life a secret, especially from her family and her best friend. But the more serious things get with Bren, the harder it is to hide from everyone else. Kaycee knows Sunshine has a darker side for people like her, and she’s risking everything for the chance to truly be herself. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/south-of-sunshine_544/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/south-of-sunshine_544/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""South of Sunshine"" src=""../../media/cache/34/65/3465383539467c7e1787d26c02bca66f.jpg""/>"
"('http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html',)","(<tr>
<th>UPC</th><td>9a7291b89bd5445c</td>
</tr>,)","(<title>
    My Life Next Door (My Life Next Door ) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£36.39</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£36.39</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (8 available)</td>
</tr>,)","<meta content=""
    &quot;One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.&quot;The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall &quot;One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.&quot;The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall fiercely for each other, stumbling through the awkwardness and awesomeness of first love, Jase's family embraces Samantha - even as she keeps him a secret from her own. Then something unthinkable happens, and the bottom drops out of Samantha's world. She's suddenly faced with an impossible decision. Which perfect family will save her? Or is it time she saved herself?A transporting debut about family, friendship, first romance, and how to be true to one person you love without betraying another. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Five"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/my-life-next-door-my-life-next-door_535/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/my-life-next-door-my-life-next-door_535/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""My Life Next Door (My Life Next Door )"" src=""../../media/cache/1a/2c/1a2c80cc391bc1422013e31682c5f649.jpg""/>"
"('http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html',)","(<tr>
<th>UPC</th><td>df6a7c43faa6732b</td>
</tr>,)","(<title>
    Future Shock (Future Shock #1) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£55.65</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£55.65</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (8 available)</td>
</tr>,)","<meta content=""
    What do you do when the future is too late, and the present is counting down to an inevitable moment?Elena Martinez has street smarts, the ability for perfect recall, and a deadline: if she doesn’t find a job before she turns eighteen, she’ll be homeless. But then she gets an unexpected offer from Aether Corporation, the powerful Los Angeles tech giant. Along with four oth What do you do when the future is too late, and the present is counting down to an inevitable moment?Elena Martinez has street smarts, the ability for perfect recall, and a deadline: if she doesn’t find a job before she turns eighteen, she’ll be homeless. But then she gets an unexpected offer from Aether Corporation, the powerful Los Angeles tech giant. Along with four other recruits—Adam, Chris, Trent, and Zoe—Elena is being sent on a secret mission to bring back data from the future. All they have to do is get Aether the information they need, and the five of them will be set for life. It’s an offer Elena can’t refuse.But something goes wrong when the time travelers arrive in the future. And they are forced to break the only rule they were given—not to look into their own fates. Now they have twenty-four hours to get back to the present and find a way to stop a seemingly inevitable future—and a murder—from happening. But changing the timeline has deadly consequences too. Who can Elena trust as she fights to save her life?The first book in an unforgettable series about rewriting your destiny in the city of dreams. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Five"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/future-shock-future-shock-1_519/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/future-shock-future-shock-1_519/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Future Shock (Future Shock #1)"" src=""../../media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg""/>"
"('http://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html',)","(<tr>
<th>UPC</th><td>746029796363aa51</td>
</tr>,)","(<title>
    Nightstruck: A Novel | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£50.35</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£50.35</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (7 available)</td>
</tr>,)","<meta content=""
    It starts with a cry in the night.Becket, walking her dog one winter evening, fears it’s an abandoned baby left out in the cold. But it is something else—something evil—and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself…but only at It starts with a cry in the night.Becket, walking her dog one winter evening, fears it’s an abandoned baby left out in the cold. But it is something else—something evil—and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself…but only at night.The changes are subtle at first, causing Becket to doubt her senses and her sanity. But soon the nightmarish truth is impossible to deny: By day, the city is just a city, but at night it literally comes alive with malevolent purpose. Brick and steel become bone, streetlights turn into gallows, and hungry alleys wait to snare mortal victims. Terrified citizens huddle indoors after dusk, as others succumb to the siren song of the night, letting their darker sides run wild.Once, Becket’s biggest problems were living up to her police commissioner father’s high expectations and a secret crush on her best friend’s boyfriend. Now she must find a way to survive and protect her loved ones…before the darkness takes her as well. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/nightstruck-a-novel_480/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/nightstruck-a-novel_480/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Nightstruck: A Novel"" src=""../../media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg""/>"
"('http://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html',)","(<tr>
<th>UPC</th><td>2a1b3d967cda1da2</td>
</tr>,)","(<title>
    Tell the Wolves I'm Home | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£50.96</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£50.96</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (6 available)</td>
</tr>,)","<meta content=""
    In this striking literary debut, Carol Rifka Brunt unfolds a moving story of love, grief, and renewal as two lonely people become the unlikeliest of friends and find that sometimes you don’t know you’ve lost someone until you’ve found them.1987. There’s only one person who has ever truly understood fourteen-year-old June Elbus, and that’s her uncle, the renowned painter Fi In this striking literary debut, Carol Rifka Brunt unfolds a moving story of love, grief, and renewal as two lonely people become the unlikeliest of friends and find that sometimes you don’t know you’ve lost someone until you’ve found them.1987. There’s only one person who has ever truly understood fourteen-year-old June Elbus, and that’s her uncle, the renowned painter Finn Weiss. Shy at school and distant from her older sister, June can only be herself in Finn’s company; he is her godfather, confidant, and best friend. So when he dies, far too young, of a mysterious illness her mother can barely speak about, June’s world is turned upside down. But Finn’s death brings a surprise acquaintance into June’s life - someone who will help her to heal and to question what she thinks she knows about Finn, her family, and even her own heart.At Finn’s funeral, June notices a strange man lingering just beyond the crowd. A few days later, she receives a package in the mail. Inside is a beautiful teapot she recognizes from Finn’s apartment and a note from Toby, the stranger, asking for an opportunity to meet. As the two begin to spend time together, June realizes she’s not the only one who misses Finn, and if she can bring herself to trust this unexpected friend, he just might be the one she needs the most.An emotionally charged coming-of-age novel, Tell the Wolves I’m Home is a tender story of love lost and found, an unforgettable portrait of the way compassion can make us whole again. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Two"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/tell-the-wolves-im-home_439/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/tell-the-wolves-im-home_439/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Tell the Wolves I'm Home"" src=""../../media/cache/78/48/784872c69237efaf5df8c0282280ff05.jpg""/>"
"('http://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html',)","(<tr>
<th>UPC</th><td>e75f3ae1da1cc652</td>
</tr>,)","(<title>
    Will Grayson, Will Grayson (Will Grayson, Will Grayson) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£47.31</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£47.31</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the sa Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the same surprising crossroads, the Will Graysons find their lives overlapping and hurtling in new and unexpected directions. With a push from friends new and old - including the massive, and massively fabulous, Tiny Cooper, offensive lineman and musical theater auteur extraordinaire - Will and Will begin building toward respective romantic turns-of-heart and the epic production of history's most awesome high school musical. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Will Grayson, Will Grayson (Will Grayson, Will Grayson)"" src=""../../media/cache/b9/e6/b9e66a23fe4b95c426409bad86058152.jpg""/>"
"('http://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html',)","(<tr>
<th>UPC</th><td>60369d96b7b80869</td>
</tr>,)","(<title>
    Where She Went (If I Stay #2) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£41.73</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£41.73</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. As they explore the city that has become Mia's home, Adam and Mia revisit the past and open their hearts to the future - and each other.Told from Adam's point of view in the spare, lyrical prose that defined If I Stay, Where She Went explores the devastation of grief, the promise of new hope, and the flame of rekindled romance. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/where-she-went-if-i-stay-2_417/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/where-she-went-if-i-stay-2_417/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Where She Went (If I Stay #2)"" src=""../../media/cache/0c/f9/0cf93861d70a35c3d8deaa265a630e35.jpg""/>"
"('http://books.toscrape.com/catalogue/two-summers_415/index.html',)","(<tr>
<th>UPC</th><td>3a7d54a264d9f33e</td>
</tr>,)","(<title>
    Two Summers | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£14.64</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£14.64</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    ONE SUMMER in the French countryside, among sun-kissed fields of lavender . . . ANOTHER SUMMER in upstate New York, along familiar roads that lead to surprises . . . When Summer Everett makes a split-second decision, her summer divides into two parallel worlds. In one, she travels to France, where she’s dreamed of going: a land of chocolate croissants, handsome boys, and a ONE SUMMER in the French countryside, among sun-kissed fields of lavender . . . ANOTHER SUMMER in upstate New York, along familiar roads that lead to surprises . . . When Summer Everett makes a split-second decision, her summer divides into two parallel worlds. In one, she travels to France, where she’s dreamed of going: a land of chocolate croissants, handsome boys, and art museums. In the other, she remains home, in her ordinary suburb, where she expects her ordinary life to continue — but nothing is as it seems.In both summers, she will fall in love and discover new sides of herself. What may break her, though, is a terrible family secret, one she can't hide from anywhere. In the end, it may just be the truth she needs the most.From New York Times bestselling author Aimee Friedman comes an irresistible, inventive novel that takes readers around the world and back again, and asks us what matters more: the journey or the destination. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/two-summers_415/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/two-summers_415/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Two Summers"" src=""../../media/cache/cd/1a/cd1ab47070ea1662d4917d7ad483ed53.jpg""/>"
"('http://books.toscrape.com/catalogue/the-darkest-corners_399/index.html',)","(<tr>
<th>UPC</th><td>c4182bdb53e2459a</td>
</tr>,)","(<title>
    The Darkest Corners | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£11.33</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£11.33</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    The Darkest Corners is a psychological thriller about the lies little girls tell, and the deadly truths those lies become.There are ghosts around every corner in Fayette, Pennsylvania. Tessa left when she was nine and has been trying ever since not to think about it after what happened there that last summer. Memories of things so dark will burn themselves into your mind i The Darkest Corners is a psychological thriller about the lies little girls tell, and the deadly truths those lies become.There are ghosts around every corner in Fayette, Pennsylvania. Tessa left when she was nine and has been trying ever since not to think about it after what happened there that last summer. Memories of things so dark will burn themselves into your mind if you let them.Callie never left. She moved to another house, so she doesn’t have to walk those same halls, but then Callie always was the stronger one. She can handle staring into the faces of her demons—and if she parties hard enough, maybe one day they’ll disappear for good.Tessa and Callie have never talked about what they saw that night. After the trial, Callie drifted and Tessa moved, and childhood friends just have a way of losing touch.But ever since she left, Tessa has had questions. Things have never quite added up. And now she has to go back to Fayette—to Wyatt Stokes, sitting on death row; to Lori Cawley, Callie’s dead cousin; and to the one other person who may be hiding the truth.Only the closer Tessa gets to the truth, the closer she gets to a killer—and this time, it won’t be so easy to run away. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Five"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/the-darkest-corners_399/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/the-darkest-corners_399/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""The Darkest Corners"" src=""../../media/cache/8c/64/8c64037f38663260b91c275078ee882d.jpg""/>"
"('http://books.toscrape.com/catalogue/tell-me-three-things_395/index.html',)","(<tr>
<th>UPC</th><td>50d5a7b861ed1c54</td>
</tr>,)","(<title>
    Tell Me Three Things | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£41.81</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£41.81</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    Everything about Jessie is wrong. At least, that’s what it feels like during her first weekof junior year at her new ultra-intimidating prep school in Los Angeles. Just when she’s thinking about hightailing it back to Chicago, she gets an email from a person calling themselves Somebody/Nobody (SN for short),offering to help her navigate the wilds of Wood Valley High School Everything about Jessie is wrong. At least, that’s what it feels like during her first week of junior year at her new ultra-intimidating prep school in Los Angeles. Just when she’s thinking about hightailing it back to Chicago, she gets an email from a person calling themselves Somebody/Nobody (SN for short), offering to help her navigate the wilds of Wood Valley High School. Is it an elaborate hoax? Or can she rely on SN for some much-needed help?It’s been barely two years since her mother’s death, and because her father eloped with a woman he met online, Jessie has been forced to move across the country to live with her stepmonster and her pretentious teenage son.In a leap of faith—or an act of complete desperation—Jessie begins to rely on SN, and SN quickly becomes her lifeline and closest ally. Jessie can’t help wanting to meet SN in person. But are some mysteries better left unsolved?Julie Buxbaum mixes comedy and tragedy, love and loss, pain and elation, in her debut YA novel filled with characters who will come to feel like friends. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/tell-me-three-things_395/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/tell-me-three-things_395/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Tell Me Three Things"" src=""../../media/cache/92/a5/92a5e01c5067f65f03b316a328459f9f.jpg""/>"
"('http://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html',)","(<tr>
<th>UPC</th><td>5e1a88d248599768</td>
</tr>,)","(<title>
    Lola and the Boy Next Door (Anna and the French Kiss #2) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£23.63</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£23.63</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    Lola Nolan is a budding costume designer, and for her, the more outrageous, sparkly, and fun the outfit, the better. And everything is pretty perfect in her life (right down to her hot rocker boyfriend) until the Bell twins, Calliope and Cricket, return to the neighborhood. When Cricket, a gifted inventor, steps out from his twin sister's shadow and back into Lola's life, Lola Nolan is a budding costume designer, and for her, the more outrageous, sparkly, and fun the outfit, the better. And everything is pretty perfect in her life (right down to her hot rocker boyfriend) until the Bell twins, Calliope and Cricket, return to the neighborhood. When Cricket, a gifted inventor, steps out from his twin sister's shadow and back into Lola's life, she must finally reconcile a lifetime of feelings for the boy next door. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Lola and the Boy Next Door (Anna and the French Kiss #2)"" src=""../../media/cache/1e/12/1e12b33f2f3988b23f895d2319ef7af8.jpg""/>"
"('http://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html',)","(<tr>
<th>UPC</th><td>44f545727e704187</td>
</tr>,)","(<title>
    Kill the Boy Band | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£15.52</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£15.52</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (5 available)</td>
</tr>,)","<meta content=""
    Just know from the start that it wasn’t supposed to go like this. All we wanted was to get near them. That’s why we got a room in the hotel where they were staying.We were not planning to kidnap one of them. Especially not the most useless one. But we had him—his room key, his cell phone, and his secrets.We were not planning on what happened next.We swear.From thrilling ne Just know from the start that it wasn’t supposed to go like this. All we wanted was to get near them. That’s why we got a room in the hotel where they were staying.We were not planning to kidnap one of them. Especially not the most useless one. But we had him—his room key, his cell phone, and his secrets.We were not planning on what happened next.We swear.From thrilling new talent Goldy Moldavsky comes a pitch-black, hiarlious take on fandom and the badass girls who have the power to make—or break—the people we call “celebrities.” ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Five"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/kill-the-boy-band_381/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/kill-the-boy-band_381/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Kill the Boy Band"" src=""../../media/cache/6e/66/6e66e7cefe3ca7cf9402f87f3e13c79e.jpg""/>"
